case_type,y_true,y_pred,score,subject,body_preview,triage_relevance,message_type,requires_context,notes
TP,1,1,0.99461305925737,Great Airfares from Flycheap.com," =09=09  March 6, 2002    Dear Susan:  You are receiving this email because = you are a registered user of Flycheap.com and have indicated that you would=  like to receive travel specials from us.    Here's what you'll find in tod= ay's Flycheap newsletter . . .     - Great Airfares...Including NYC to Orla= ndo for $170    - Top 3 Cruise Deals - as low as $239    - Vacation Rentals=  - 7 Nights at Sanibel Island, FL    - Reserve your Hotel Room online and S= ave!  For more information, please vi",,,,
TP,1,1,0.9785900842624528,Investinme - Course Offering,"Electric Business Understanding - May 2, 2001  EB552 - 8:00 am - 5:00 pm          Cost:  $600.00  The Electric Business Understanding Seminar will give a basic overview of the  electric business for those with limited knowledge of this industry. This  seminar is recommended for entry level to mid-level employees in either the  gas or electric business or in businesses providing services to these  industries. This course will provide you with a general understanding of how  the electric business ",,,,
TP,1,1,0.9846601847485912,Ontario Power Marketing Opportunities,"<html>   <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252""> <meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0""> <meta name=""ProgId"" content=""FrontPage.Editor.Document""> <title>Utilis Energy is pleased to announce the publication of its latest study</title> </head>   <body>   <p align=""right""><span style=""FONT-SIZE:  10pt; COLOR: navy; FONT-FAMILY:    Verdana; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ansi-languag",,,,
TP,1,1,0.9238626810535334,"April 26, First Workshop, Electricity Market Design","Register now for EEI's Workshop Series on Electricity Markets:  How Do They  Work?  The first workshop is April 26th.  So don't delay.  Our unique set of workshops, over four one-day sessions,  present the basics  of electricity market design in a clear, non-technical format.  The workshops  are designed specifically for industry policymakers who could benefit from a  clearer understanding of market design issues.  The four workshops are: ?    April 26 - Basic Economics of Electricity Markets Th",,,,
TP,1,1,0.9900657055427344,American Airlines Net SAAver Fares,"****************************************************************** Dear Susan Scott,  Today's American Airlines Domestic & International Net SAAver Fares e-mail offer is valid only for travel next weekend. Domestic Departure dates: December 1 - 2, 2000 International Departure dates: November 30 - December 1, 2000 Tickets must be purchased by Friday, November 24, 2000.  Due to the Thanksgiving Holiday, Domestic and International  Net SAAver Fares will not be offered this coming weekend,  November",,,,
TP,1,1,0.99254769159778,Great PC stuff at great prices!,"     ==============================================      Get a 3% credit when you shop at buy.com      http://enews.buy.com/cgi-bin5/flo?y=eFBE0DwlK30Bp20BFEv0A3      ============================================== ___________________________________________________________                          <<<COMPUTERS>>> ___________________________________________________________       HP Omnibook xe3- SAVE 10%      buy.com price: $1,132.95 List price: $1,253.00      Includes Intel Celeron processor 933",,,,
TP,1,1,0.9948441560571296,"Internet Daily for May 24, 2001","Charles Schwab & Co., Inc.  Internet Daily for Thursday, May 24, 2001 by Frank Barnako CBS MarketWatch.com  ----------------------------------------------------------------- Virus watchers hit by vandals  The Computer Emergency Response Team based at Carnegie Mellon University spends its days trying to keep the Internet safe from hackers and other troublemakers. But this week it's been the target.  The CERT Web site was hit with denial-of-service attacks, in which online vandals make a number of",,,,
TP,1,1,0.9940869373092408,RIGZONE Industry News," =09=09=09[IMAGE]=09 =09Friday January 11, 2002=09[IMAGE]   =09=09 =09=09=09[IMAGE]=09 =09=09=09[IMAGE]=09 [IMAGE]=09=09 RIGZONE [IMAGE] [IMAGE] [IMAGE] =09[IMAGE]=09 [IMAGE]=09=09home    | news    | search    | maps    | data    | jobs    | = market    | store  =09[IMAGE]=09 =09=09=09[IMAGE]=09 [IMAGE]=09=09      [IMAGE] [IMAGE]      In This Issue [IMAGE]      [IMAGE] =     [IMAGE]    Current Oil and Gas Industry News T! op Stories for the Past=  7 Days Featured Events and Conferences What's in",,,,
TP,1,1,0.9844366545970484,Start Off The New Year By Finding Your Lost Money," $7,000,000,000 waiting to be claimed, Click Here!  Entitled  to claim any of the $7,000,000.00 Read below to find out!     De= ar  Sir or Madam  Foundmoney.com brings you an incredibly exciting program.= There is  $7,000,000,000.00 (SEVEN BILLION DOLLARS!) in unclaimed moneys  f= rom bank accounts, wills, insurance settlements, over paid tax  bills and e= states. Three out of five American families are owed  money in some form. S= ince inception in 1995, Foundmoney.com has  helped hundreds of t",,,,
TP,1,1,0.9917898274804784,Meet other singles just like you!," <html> <head> <title>Untitled Document</title> <meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1""> </head> <body bgcolor=""#FFFFFF""><center>  <table width=""540"" border=""1"" cellspacing=""0"" cellpadding=""3"" bordercolor=""#999999"">  <tr bgcolor=""#0099FF"">  <td bgcolor=""#FFFFFF"" height=""48"">  <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""2"">If  you do not wish to receive email from Bargain Bazaar, please Click Here:<br>  <a href=""http://www.m-ul.com/",,,,
TP,1,1,0.9936555113457044,Breaking News from ABCNEWS.com,"John Walker, the American captured in Afghanistan alongside al Qaeda fighters, has arrived back on U.S. soil.  http://www.abcnews.go.com  ABCNEWS.com:  Up to the Moment, Up to You (tm) http://abcnews.go.com --- You received this mail because you subscribed via ABCNEWS.com. If you would like to stop receiving these mailings, log into our mailcenter at http://login.mailpref.go.com/unsubscribe .  Please do not respond to this mail. Questions or comments can be submitted at http://abcnews.go.com/ser",,,,
TP,1,1,0.6355303544664215,Re: Transaction Agreement - Ormet Primary Aluminum Corp.,"Brodgette.  Below is the notification that I sent to Bob Bowen on 12/22 to let the  confirm group know about the transaction agreement which has been signed by  the customer.  I talked with Craig Breslau this afternoon and he said he  would sign in behalf of ENA and sent to me asap.  As soon as I get the signed  agreements, I will sent the confirm to Ellen Wallumrod and the contract to  Cyndie Balfour-Flangan.  Any questions?  *********************************************************************",,,,
TP,1,1,0.9919594512055064,Knowledge (About People) Is Power,"Greetings from AdvisorTeam,  You recently completed the Keirsey Temperament Sorter at AdvisorTeam.com. Your complete, 10-page type report has been stored for you and can be retrieved, for a limited time, at our introductory price of $9.95.  We have added a new payment processing option, Planet Payment. This new option enables more efficient credit card processing. International users can now obtain their reports in real-time. U.S. users will appreciate the improved design of the Planet Payment i",,,,
TP,1,1,0.9916061346559472,Talbots - Shop Now From Our Online Gift Catalog,"<! > <! > <! ATTENTION!> <! You are reading this message because your mail reader cannot display HTML.> <! If you would prefer to receive text messages from now on,> <! click the link below or copy it into a web browser.> <!  http://208.50.155.100/ClickAction?func=S_TurnOffHtml&partname=talbots&uid=76815142 >  <! > <html> <head> <!----> <!--          If you would like to view this ad, please            --> <!--           copy and paste this link into your web browser:     --> <!----> <!--       ",,,,
TP,1,1,0.989656753524742,Online Home Loan Center... Major Savings!                     MO,Interest Rates Have Never Been More Attractive!  Now is the time to refinance your home or get a second mortgage to consolidate  all of your high interest credit card debt. Get all the Smart Cash you'll need!  All USA Homeowners Easily Qualify!  Damaged Credit Is never a problem!   We work with hundreds of nation-wide lenders that are offering great deals  for your business and will provide you with the best service on the INTERNET!  Our service is 100% free!  CLICK HERE For a No Obligation Quot,,,,
TP,1,1,0.995263501348398,4-URGENT - OWA Please print this now.,"Current Notes User:  REASONS FOR USING OUTLOOK WEB ACCESS (OWA)  1. Once your mailbox has been migrated from Notes to Outlook, the Outlook  client will be configured on your computer. After migration of your mailbox, you will not be able to send or recieve mail  via Notes, and you will not be able to start using Outlook until it is  configured by the Outlook Migration team the morning after your mailbox is  migrated.  During this period, you can use Outlook Web Access (OWA) via your  web browser",,,,
TP,1,1,0.993463116233936,Your Vacation Winning         567,"<HTML><FONT  COLOR=3D""#0000ac"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR: = #ffffff"" SIZE=3D3 PTSIZE=3D11 FAMILY=3D""SANSSERIF"" FACE=3D""Tahoma"" LANG=3D""= 0""><B>CONGRATULATIONS!</FONT><FONT  COLOR=3D""#ac0000"" BACK=3D""#ffffff"" styl= e=3D""BACKGROUND-COLOR: #ffffff"" SIZE=3D3 PTSIZE=3D11 FAMILY=3D""SANSSERIF"" F= ACE=3D""Tahoma"" LANG=3D""0""></B><BR> <BR> <B>You have been selected as a finalist in the NVP Travel Giveaway!</B><BR> <BR> </FONT><FONT  COLOR=3D""#000080"" BACK=3D""#ffffff"" style=3D""BACKGROUND-CO",,,,
TP,1,1,0.940297557801549,Blue Ribbon Panel,"Richard, you may already have this or know about it, but there is a report  done by Cornerstone Research entitled ""Pricing in the California Power Exchage Electricity Market"" located online at www.cornerstone.com/pdfs/blueribbon.pdf. Do you have Mark Touhy's e-mail address?  ---------------------------------------------------------------------- This communication may contain information that is legally privileged, confidential or exempt from disclosure.  If you are not the intended recipient, pl",,,,
TP,1,1,0.736422156925059,NYMEX Access,"The NYMEX has approved all of your applications and you should all have  access to the system and be able to trade (everyone except Dana Davis, who  still needs to complete his training).  Please let me know if you cannot log  in.  I spoke to the NYMEX a minute ago and there is no reason from their  perspective why you should not be able to log in.",,,,
TP,1,1,0.973052708623561,EMAZING Internet Tip of the Day - Arctic Trucks,=09=09EMAZING Home[IMAGE]Edit Your ProfilePrivacy =09=09 =09=09 =09=09Advice and Living - Brain Candy - Business and Money - Comics - Daybr= eakers -=20 Entertainment =09=09Espa=0Fol - Games - Good Thoughts - Grapevine - Greetings - Health - = Hobbies -=20 Horoscopes =09=09Household Hints - Kitchen - Music - Sports - Style - Technology - Tra= vel -=20 Wireless =09=09  =09=09[IMAGE] =09=09 =09=09 =09=09Buy and sell practically anything at eBay! =09=09Buy and Sell practically anything on earth at ,,,,
TP,1,1,0.9875139956945987,Your News Alert for CMGI,"=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D As requested, your News Alert for CMGI follows from EquityAlert.com. To edit/discontinue your alerts please refer to end of message. PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3",,,,
TP,1,1,0.9903994431054728,"Incredible low fares, wherever you're traveling!","[IMAGE]  =09homeflightshotelscarspackagescruisesguidesmapsbusiness=09       [IMAGE]My Trips=20 |=20 [IMAGE]My Profile=20 |=20 [IMAGE]Customer Support=20   =09 =20         CONTENTS         [IMAGE]   Deals & News=20       [IMAGE]   Your Fares=20       [IMAGE]   Special Deals=20                Free issue!   =09[IMAGE]=09Dear Andrew,=20 =09=09 =09=09Tax time got you a little stressed out? Take a deep breath and start = thinking=20 about a relaxing post-taxes getaway. It's a great time to travel, bec",,,,
TP,1,1,0.9946273085870132,What Kind of Person Are You?," <HTML><BODY>  Lifestyles: What Kind of Person Are You? Text Net2Phone 12.10.01   From: Bookspan  Subject: What Kind of Person Are You?  Whether you're into chilling mysteries, heart-stopping romances, outerworld science fiction, or culinary masterpieces, we have great deals with these and other exciting book categories to satisfy your passion for reading.  SCIENCE FICTION/FANTASY FANS- CHOOSE 5 BOOKS FOR $1 Test the limits of your imagination with the infinite possibilities of what may lie beyo",,,,
TP,1,1,0.9593029534142076,HOLIDAY FARE SALE: as low as $98 round-trip,"<html>  <head> <meta http-equiv=""Content-Language"" content=""en-us""> <meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252""> <meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0""> <meta name=""ProgId"" content=""FrontPage.Editor.Document""> <title>New Page 2</title> </head>  <body>  <table border=""0"" width=""516"" cellspacing=""0"" cellpadding=""0"" height=""1220"">   <tr>     <td width=""523"" colspan=""6"" bgcolor=""#FFFFFF"" height=""21""> </td>   </tr>   <tr>     <td width=""523"" colspan=""6""",,,,
TP,1,1,0.9960551922172758,Commissioner.COM E-Reports for UHFFL 11/27/01, [IMAGE] =09  Anna Kournikova Exclusive Fantasy Offer!  Save 10% on Anna's 2002 Calendar= ! Yes 12 months of Anna!  Simply enter the coupon code FNTSYCAL in step 5 o= f the checkout process to receive your discount.  Offer expires 11/30/01.  = http://www.sportsline.com/links/6/1/135/sffer1120tr.cgi   Attention Fantasy=  Fans!  Subscribe to The Sporting News  now and get 4 FREE issues! Hurry!  =  Brought to you by   Sponsorship Bar You are receiving these e-reports beca= use you have signed up fo,,,,
TP,1,1,0.973241814250351,EMAZING Bible Verse of the Day - Daniel 12.3,=09=09EMAZING Home[IMAGE]Edit Your ProfilePrivacy =09=09 =09=09 =09=09Advice and Living - Brain Candy - Business and Money - Comics - Daybr= eakers -=20 Entertainment =09=09Espa=0Fol - Games - Good Thoughts - Grapevine - Greetings - Health - = Hobbies -=20 Horoscopes =09=09Household Hints - Kitchen - Music - Sports - Style - Technology - Tra= vel -=20 Wireless =09=09  =09=09[IMAGE] =09=09 =09=09 =09=09=3D=3D One click feeds one person =3D=3D =09=09Please join Emazing in helping feed thousands of,,,,
TP,1,1,0.9826466872571,Delta Fan Fares,"If you can not see the links or images in this e-mail, click here <http://e-mailprograms.delta.com/AC/Clickthru?q=c0-kfl-QWPAIwy-cJf_1BiSJ1iPxYcD> and sign in to select to receive future e-mails in text format only. http://www.delta.com/emailprograms/ 	  Fan Fares <http://www.delta.com/images/emailprograms/bluetop_fanfares.gif>	 Fan Fares <http://www.delta.com/images/emailprograms/SlamDunkSunset.jpg>	   <http://www.delta.com/images/emailprograms/spacer.gif>	In this e-mail Your Fan Fares Things T",,,,
TP,1,1,0.9979147271891028,"FW: June 5 -- BNA, Inc. Daily Environment Report","User ID:  enronden PW:        bnaweb22    -----Original Message----- From: 	""BNA Highlights"" <bhighlig@bna.com>@ENRON [mailto:IMCEANOTES-+22BNA+20Highlights+22+20+3Cbhighlig+40bna+2Ecom+3E+40ENRON@ENRON.com]  Sent:	Monday, June 04, 2001 11:06 PM To:	BNA Highlights Subject:	June 5 -- BNA, Inc. Daily Environment Report  ______________________________  DAILY ENVIRONMENT REPORT Highlights & Table of Contents June 5, 2001 ______________________________  ISSN 1521-9402  Registered Web subscribers can ",,,,
TP,1,1,0.9959519838185288,4-URGENT - OWA Please print this now.," Current Notes User:  REASONS FOR USING OUTLOOK WEB ACCESS (OWA)  1. Once your mailbox has been migrated from Notes to Outlook, the Outlook client will be configured on your computer. After migration of your mailbox, you will not be able to send or recieve mail via Notes, and you will not be able to start using Outlook until it is configured by the Outlook Migration team the morning after your mailbox is migrated.  During this period, you can use Outlook Web Access (OWA) via your web browser (In",,,,
TP,1,1,0.8746779373165926,Mid-Year 2001 Feedback Deadline,"JONATHAN MCKAY,   The PEP system closes on Friday, May 25, 2001.    Our records indicate that one or more of your direct reports has not suggested reviewers.      Please encourage your employees to suggest a list of reviewers promptly for your approval.    Alternatively, you may select and approve reviewers on your employees' behalf.  To do so, log into PEP at http://pep.enron.com and choose 'Supervisor Services' from the Main Menu to select and approve your employees' reviewers.     If you have",,,,
TP,1,1,0.9827300072216184,See the new Mercedes-Benz Sport Wagon!,"<!-- It's a sports car with a life attached to it.  The 2002 C320 Sport Wagon. See it now at your Mercedes-Benz Dealer Web site.  It's the latest sport wagon to hit the road from Mercedes-Benz. And what a wagon it is.  The youthful C320 Sport Wagon isn't just one step ahead when it comes to versatility. It's also ahead of its class when it comes to luxury, performance and safety. And all at a value that's certain to surprise, starting at 39,115.  See it now (http://www.stoneage.com/tracking/trac",,,,
TP,1,1,0.992814242811112,Breaking News from ABCNEWS.com,"A second postal worker in Washington, D.C., confirmed with inhalation anthrax and hospitalized; two other postal workers die of causes being investigated.  http://www.abcnews.go.com   ---- ADVERTISEMENT ----  Compaq Solutions, Available Online  From our wireless iPAQ Pocket PC to our industry-standard ProLiant  servers, Compaq can help you find the IT solution to suit your needs.  Find out more at: http://transfer.go.com/cgi/transfer.pl?goto=http://www.compaq.com/buynow/online.html&name=compaq4&",,,,
TP,1,1,0.995600905960826,The Insider from Travelocity.com,"Romance in Paradise!  Dear Peter,  Everyone has their own definition of paradise. For some it's  unspoiled beaches and lush tropical jungle. For others it's a more  developed resort. For others, it's not about the outdoors at all--if  you're one of those people who thinks a place called ""Sin City""  sounds just about perfect, we can help you, too. However you like it,  Travelocity can help make it happen. Whether you're traveling with  your sweetie, or just into the romance of traveling, Traveloc",,,,
TP,1,1,0.990050707632578,New offers! More top brands! Shop the Offer Zone!,"[IMAGE] [IMAGE]  Kevin, you have received a personalized message from American Express. Please click here to play .[IMAGE] http://www.ddi2.com/amex/8/ax8link.asp?msgid=314748   Make the Offer Zone your first stop when you shop online and save on shopping, travel, apparel, hotels, flowers, books, electronics and more! Save up to 20% off and more on many of your favorite brands. The Offer Zone. Great offers. All in one place. All backed by our Online Fraud Protection Guarantee.  Visit the Offer Zo",,,,
TP,1,1,0.8270635947514186,"Today's Headlines from NYTimes.com Monday, November 26, 2001","TODAY'S HEADLINES The New York Times on the Web Monday, November 26, 2001 ------------------------------------------------------------ For news updated throughout the day, visit www.nytimes.com   /-------------------Also From NYTimes.com------------------\  Holiday Shopping  Take advantage of special offers and discounts -- on gifts, travel and luxury items from NYTimes.com's premium advertisers -- with the Holiday Shopping E-Mail.  http://www.nytimes.com/services/email/email.html#holiday \-----",,,,
TP,1,1,0.9902011189606212,Hurry - save up to $250 on holiday travel!,"??????Save up to $50 extra on Hotel Rooms! ?????? ??????Save up to $200 extra on Airline Tickets! ?????? ??????Travel secrets: The best time to book a Rental Car is now! ??????   Dear priceline.com customer,   Hurry - low prices on airline tickets, hotel rooms and rental cars are  getting harder and harder to find the closer we get to the holidays,  but GOOD NEWS - you can still get a great deal with priceline if you  ACT FAST!   To get your savings, all you have to do is book through one of the",,,,
TP,1,1,0.9825002363097232,Kansas State Wildcat FANStore...Order Your Holiday Gifts Today!,"<HTML> <HEAD> <TITLE>Kansas State Wildcat FANStore Holiday Special!</TITLE> </HEAD> <BODY bgcolor=FFFFFF marginheight=0 topmargin=0 marginwidth=0 leftmargin=0 link=009900 vlink=FF0000 alink=FF0000> <TABLE WIDTH=""620"" BORDER=""0"" CELLSPACING=""0"" CELLPADDING=""0""> <TR> <TD WIDTH=""620"" COLSPAN=3 ALIGN=CENTER> <IMG SRC=""http://graphics.fansonly.com/graphics/lights-600x50.gif"" WIDTH=620 HEIGHT=50 BORDER=0 ALT=""""><br> <a href=""http://www.fansonly.com/cgi-bin/promoclick.cgi?NID=304&LID=1""><IMG SRC=""http:",,,,
TP,1,1,0.9948599073002504,The SmartMoney.com Daily Views,"-- http://www.smartmoney.com/ -- =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D= =3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D=3D     ---------------------------------------------------------------------------= -=20 Daily Views June 5, 2001 ---------------------------------------------------------------------------- The Economy: Panacea or Placebo?=20 By Rebecca Thomas Washington",,,,
TP,1,1,0.995960737530991,Training Password Setup,Our web address is:  http://itcentral.enron.com/Data/Services/Training/ You may want to place a bookmark at this site.  A few hints on usernames & passwords: Passwords are case sensitive and must be entered exactly as entered when  created.   You can cut and paste your USERID and/or password from the  confirmation email (Welcome) to the authentification dialogbox.  Please save the confirmation email (Welcome).  It gives you the username  and  password you will need to use each time you register ,,,,
TP,1,1,0.9900797770111603,URGENT!  Re: Your priceline hotel request: 31329227209,"****NEW -- priceline.com announces FREE long distance!***** Get 60 FREE long distance minutes when you buy 60 minutes or more.  That's one hour of long distance calling to anywhere in the U.S., absolutely FREE! Click here now: http://www.priceline.com/promo/buy60.asp *********************************************************** Dear MATHEW D SMITH,  We have an answer for you regarding your hotel request!  Please click on the link below for all the details: http://www.priceline.com/hotels/checkstat",,,,
FP,0,1,0.7885986485287567,Performance Management Process - New Password,"According to our system records, you have not yet logged into the Enron  Performance Management system (PEP).   As a result your temporary password  for the PEP system has expired.  Your  User Id and new password are provided  below.  During the feedback phase you will need to access PEP at  http://pep.corp.enron.com to suggest reviewers who can provide feedback on  your performance.  You may also be requested to provide feedback on fellow  employees, but the system will only be open for feedbac",,,,
FP,0,1,0.94792244472683,Free 2nd Day Shipping Upgrade! Gifts Under $25 and more!,"DeliverE is a service provided by MatchLogic, a wholly owned subsidiary of  Excite@Home, and its sweepstakes networks, including fastfreefun.com. You are  receiving this special offer because you registered on one of these  campaigns. If you wish to be excluded from any future offers or would like to  provide comments to our service, please scroll to the bottom of this message.     Click Here Holiday shopping crunch time?  Save time and money online. Shoppers' crunch-time hot links Gift Finder |",,,,
FP,0,1,0.9904760646001072,MS150 Registration,Here is the information. Ben ---------------------- Forwarded by Benjamin Rogers/HOU/ECT on 03/03/2000  01:19 PM ---------------------------   Claire Broido 02/25/2000 01:10 PM To: Benjamin Rogers/HOU/ECT@ECT cc:   Subject: MS150 Registration   ---------------------- Forwarded by Claire Broido/HOU/ECT on 02/25/2000 01:10  PM ---------------------------   Amelia Alder@ENRON 02/15/2000 02:14 PM To: Amelia Alder/OTS/Enron@ENRON cc:  (bcc: Claire Broido/HOU/ECT) Subject: MS150 Registration  Just to ,,,,
FP,0,1,0.5433561224727776,Baby Photo's,Here is my little angel.  http://hometown.aol.com/trogg522/myhomepage/index.html  http://www.growingfamily.com/webnursery/babypage_view.asp?URLID=0U0X1E7K6M  The first web site is my aol homepage and some people have a hard time pulling this one up.,,,,
FP,0,1,0.993506337712491,Your Basketball League is Back!,---------------------- Forwarded by Eric Bass/HOU/ECT on 10/16/2000 01:29 PM  ---------------------------   CBS SportsLine <noreply@ccomad3.uu.commissioner.com> on 10/16/2000 01:12:07 PM Please respond to CBS SportsLine <noreply@ccomad3.uu.commissioner.com> To: ebass@enron.com cc:   Subject: Your Basketball League is Back!   Basketball is back! We're writing to let you know that your fantasy basketball league's web site has been upgraded and is ready for the 2000-2001 season. And here's the best,,,,
